,UNITID,INSTNM_x,Percent of students over 23 at entry,WHITE,BLACK,ASIAN,HISPANIC,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,numberOfStudentsNotWorkingAndNotEnrolled10YearsAfterEntry,numberOfStudentsWorkingAndNotEnrolled10YearsAfterEntry,meanEarningsOfStudentsWorkingAndNotEnrolled10yearsAfterEntry,logOfMeanEarnings,Standard deviation of earnings of students working and not enrolled 10 years after entry,INSTNM_y,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
2033,179326,Southwest Baptist University,0.280000001,92.51999664,3.049999952,0.910000026,2.700000048,97.04000092,49841.76,9.609999657,3.230000019,10.77000046,165,948,36700,36.7,25200,Southwest Baptist University,Bolivar,MO,65613-2596,37.601603,-93.410451,0.9047,0.904684976,1058,0,0,0,0,0.0142,0,0.0373,0,0.1172,0,0,0,0,0,0.0089,0.0231,0,0.0302,0.0089,0,0,0.0444,0.0018,0.0462,0.0089,0,0.0337,0.0089,0.0302,0.0071,0,0,0,0,0.0337,0.4849,0.0497,0.0107
2038,179548,Stephens College,0.200000003,84.29000092,9.380000114,2.079999924,4.789999962,94.09999847,61398.11,7.510000229,3.180000067,10.97000027,PrivacySuppressed,199,37400,37.4,33000,Stephens College,Columbia,MO,65215,38.950631,-92.322997,0.6779,0.677868852,1036,0.0929,0,0,0,0.0143,0,0,0,0.0214,0,0,0,0.0214,0,0.0571,0.0071,0,0.0571,0,0,0,0,0,0,0,0,0.0286,0,0,0,0,0,0,0,0.3143,0.2,0.1857,0
2039,179557,Southeast Missouri State University,0.230000004,86.94999695,10.34000015,0.730000019,1.450000048,97.75,51305.92,10.10000038,3.480000019,10.78999996,277,2535,40500,40.5,27800,Southeast Missouri State University,Cape Girardeau,MO,63701,37.31575,-89.529119,0.8429,0.842925141,1050,0.0313,0.0041,0,0,0.0638,0,0.0136,0,0.1653,0.0041,0.0608,0.0024,0.0537,0,0.01,0.0939,0,0.0384,0.0035,0,0.0153,0.0466,0.0035,0,0.0089,0,0.0272,0.0466,0.0201,0.0142,0,0,0,0,0.039,0.1039,0.1234,0.0065
2040,179566,Missouri State University-Springfield,0.150000006,92.30999756,3.910000086,0.99000001,1.970000029,97.12999725,56273.4,7.639999866,3.039999962,10.88000011,526,4677,42100,42.1,28300,Missouri State University-Springfield,Springfield,MO,65897,37.197983,-93.276821,0.8585,0.858510148,1090,0.0346,0.0042,0.001,0,0.0536,0,0.0206,0,0.1401,0,0.0078,0.0062,0.0327,0,0.0212,0,0,0.0526,0.0052,0,0.0134,0.0395,0.0088,0,0.0209,0,0.0529,0,0.0124,0.0722,0,0,0,0,0.0464,0.0669,0.2831,0.0036
2044,179867,Washington University in St Louis,0.219999999,79.73000336,11.02999973,4.53000021,6.440000057,89.26999664,79298.58,6.170000076,3.039999962,11.19999981,128,1371,82800,82.8,63600,Washington University in St Louis,Saint Louis,MO,63130-4899,38.648125,-90.311639,0.1674,0.167401483,1469,0,0.0121,0.02,0.023,0.0042,0,0.0321,0,0.0054,0.1858,0,0.0194,0,0,0.0254,0.0018,0,0.1102,0.0327,0,0.0732,0,0.003,0,0.0412,0,0.0593,0,0,0.1404,0,0,0,0,0.0569,0.0127,0.1289,0.0121
2045,179894,Webster University,0.310000002,82.76000214,12.27000046,1.980000019,3.170000076,94.56999969,66464.45,6.5,3.160000086,11.05000019,173,1326,46800,46.8,35800,Webster University,Saint Louis,MO,63119-3194,38.589269,-90.345654,0.5612,0.561183551,1109,0,0,0,0.0021,0.13,0.0505,0.0698,0,0.0451,0,0,0.0064,0,0.0322,0.0354,0.0032,0,0.0269,0.0193,0,0.0107,0,0.0054,0,0,0,0.0569,0,0,0.0516,0,0,0,0,0.1547,0.058,0.2385,0.0032
2047,179946,Westminster College,0.029999999,89.66000366,5.980000019,1.289999962,2.220000029,96.43000031,62575.25,6.679999828,2.809999943,10.98999977,PrivacySuppressed,275,47900,47.9,33700,Westminster College,Fulton,MO,65251-1299,38.847764,-91.954345,0.6367,0.63666853,1084,0,0.0244,0,0,0.0049,0,0.039,0,0.1122,0,0,0.0732,0,0,0.0537,0,0,0.122,0.0195,0,0.0244,0.078,0.0341,0,0.0195,0,0.0244,0.0049,0,0.0976,0,0,0,0,0,0,0.2537,0.0146
2048,179955,William Jewell College,0.129999995,89.94000244,5.019999981,1.25,3.650000095,96.26000214,66156.47,5.670000076,2.640000105,11.05000019,51,583,48500,48.5,33100,William Jewell College,Liberty,MO,64068-1896,39.247848,-94.41207,0.4938,0.493818681,1160,0,0,0,0,0.0361,0,0,0,0.0361,0,0,0,0,0,0.0281,0,0,0.0562,0.004,0,0.012,0.0361,0.012,0,0.0281,0,0.1084,0,0,0.0683,0,0,0,0,0.0201,0.3373,0.2008,0.0161
2049,179964,William Woods University,0.310000002,89.98000336,5.630000114,1.25,2.839999914,96.30999756,58051.44,6.929999828,2.829999924,10.93000031,48,443,38600,38.6,26500,William Woods University,Fulton,MO,65251-1098,38.857864,-91.949273,0.7312,0.731170336,1035,0.1553,0,0,0,0.0365,0,0.0046,0,0.1279,0,0,0.1187,0,0.0274,0.0091,0.032,0,0.0365,0.0091,0,0,0.0868,0,0,0,0,0.0183,0,0.0411,0,0,0,0,0,0.0365,0.0137,0.2466,0
2055,180106,Carroll College,0.090000004,91.33000183,0.920000017,1.330000043,4.420000076,95.13999939,55326.09,8.090000153,3.529999971,10.88000011,37,479,47500,47.5,29500,Carroll College,Helena,MT,59625-0002,46.602202,-112.04053,0.641,0.641047538,1110,0,0.0143,0,0,0.0358,0,0.0287,0,0.0896,0.0251,0,0.0108,0,0,0.0108,0,0,0.1577,0.0179,0,0.0072,0.0072,0,0.0036,0.0287,0,0.0753,0,0,0.0358,0,0,0,0,0.0036,0.3047,0.1147,0.0287
2068,180416,Montana Tech of the University of Montana,0.370000005,93.63999939,0.569999993,0.569999993,2.880000114,97.30999756,44236.75,10.44999981,4.119999886,10.68000031,117,722,50400,50.4,42300,Montana Tech of the University of Montana,Butte,MT,59701-8997,46.012164,-112.557,0.8879,0.887918486,1145,0,0,0,0,0,0,0.0402,0,0,0.5418,0,0,0,0,0.0124,0.0217,0,0.0248,0.0124,0,0,0,0,0,0.0124,0,0,0,0,0,0,0,0,0,0,0.2198,0.1146,0
2069,180461,Montana State University,0.180000007,91.22000122,0.819999993,1.110000014,2.869999886,96.09999847,53207.14,8.579999924,3.789999962,10.84000015,388,3503,45800,45.8,34500,Montana State University,Bozeman,MT,59717,45.666829,-111.049918,0.8286,0.82863121,1131,0.0428,0.0161,0.0195,0,0,0,0.0131,0,0.0508,0.1643,0.0419,0.0157,0.0872,0,0.0199,0.0326,0,0.0652,0.0089,0,0,0,0.0038,0,0.0318,0,0.0356,0,0,0.0546,0,0,0.0093,0.0059,0.0538,0.102,0.1054,0.0199
2070,180489,The University of Montana,0.280000001,90.45999908,0.860000014,1.200000048,2.589999914,96.19999695,50573.68,9.840000153,4.179999828,10.78999996,553,3974,41000,41,33200,The University of Montana,Missoula,MT,59812,46.861074,-113.98294,0.9102,0.910178571,1090,0,0.0723,0,0.0052,0.062,0,0.0308,0.01,0.0627,0,0.0088,0.0124,0,0.0048,0.0272,0.052,0,0.0292,0.0128,0,0.0028,0.0188,0.0032,0,0.0156,0.0116,0.0616,0,0.0256,0.1099,0.0036,0.0064,0.0048,0.0068,0.0588,0.0775,0.1795,0.0236
2071,180522,Montana State University-Northern,0.370000005,81.58999634,1.080000043,0.569999993,2.190000057,96.90000153,43741.63,14.01000023,5.150000095,10.67000008,110,683,40100,40.1,28100,Montana State University-Northern,Havre,MT,59501,48.541054,-109.686457,1,1,892,0.0662,0,0,0,0,0,0,0,0.1728,0,0.0625,0,0,0,0,0.0074,0,0.0184,0,0,0,0.0184,0,0,0,0,0,0.0184,0.011,0,0.0147,0.2022,0.0368,0,0,0.2794,0.0919,0
2072,180595,Rocky Mountain College,0.200000003,85.30999756,0.959999979,0.889999986,4.199999809,96.45999908,51454.11,10.97999954,4.039999962,10.80000019,63,427,46800,46.8,37400,Rocky Mountain College,Billings,MT,59102-1796,45.796765,-108.553899,0.6985,0.698524245,1037,0.0377,0.033,0,0,0.0472,0,0.0047,0,0.0472,0,0,0,0,0,0.0519,0.0094,0,0.1651,0,0,0,0.1226,0,0,0,0,0.0377,0,0,0.0094,0,0,0,0.0943,0.0802,0.0047,0.2123,0.0425
2077,180832,Clarkson College,0.349999994,89.69999695,5.019999981,1.379999995,4.150000095,95.44999695,61065.74,5.730000019,2.380000114,10.97999954,PrivacySuppressed,243,51600,51.6,29800,Clarkson College,Omaha,NE,68131-2739,41.259201,-95.977188,0.5181,0.518072289,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9866,0.0134,0
2078,180878,Bryan College of Health Sciences,0.519999981,92.88999939,1.679999948,1.860000014,3.160000086,95.55999756,58151.07,5.5,2.319999933,10.93999958,PrivacySuppressed,149,52600,52.6,30100,Bryan College of Health Sciences,Lincoln,NE,68506-1299,40.796768,-96.651532,0.8551,0.855072464,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2082,180984,Concordia University-Nebraska,0.039999999,89.37999725,3.650000095,1.580000043,7.360000134,94.48000336,60450.28,6.199999809,2.5,10.97000027,46,418,41000,41,27500,Concordia University-Nebraska,Seward,NE,68434-1556,40.914853,-97.089054,0.7768,0.776811594,1076,0,0.0076,0,0,0.0229,0,0.0115,0,0.3359,0,0,0.0038,0,0,0.0038,0,0,0.0992,0.0115,0,0.0573,0.0496,0,0.0382,0.0382,0,0.0496,0.0038,0,0.0115,0,0,0,0,0.0496,0.0153,0.1641,0.0267
2083,181002,Creighton University,0.119999997,84.76000214,4.590000153,4.440000057,5.239999771,93.19000244,68443.5,5.650000095,2.539999962,11.07999992,71,1308,66600,66.6,49600,Creighton University,Omaha,NE,68178,41.265325,-95.947029,0.7048,0.704832256,1196,0,0.0054,0,0.0022,0.0424,0,0.0381,0,0.0141,0,0.0044,0.0185,0,0.0022,0.0185,0,0,0.1055,0.0109,0,0.0076,0.0686,0.0141,0.0065,0.0326,0,0.0696,0,0.0087,0.0675,0,0,0,0,0.0294,0.2677,0.1567,0.0087
2084,181020,Doane University-Arts & Sciences,0.239999995,91.40000153,2.549999952,1.580000043,5.329999924,94.98999786,57123.16,6.519999981,2.339999914,10.92000008,50,697,47700,47.7,29700,Doane University-Arts & Sciences,Crete,NE,68333,40.623107,-96.949656,0.7659,0.765856237,1064,0,0.0085,0,0,0.017,0,0.0255,0,0.2213,0,0,0.0085,0,0,0.0511,0,0,0.1277,0.0426,0,0.0723,0.0043,0.0043,0,0.0255,0,0.0681,0,0,0.0553,0,0,0,0,0.1149,0.0043,0.1404,0.0085
2085,181093,Grace University,0.270000011,87.98000336,5.619999886,1.409999967,4.679999828,95.33999634,60446.7,6.679999828,2.630000114,10.96000004,43,200,33300,33.3,22300,Grace University,Omaha,NE,68108-3629,41.244723,-95.92789,0.5864,0.586363636,1003,0,0,0,0,0.0423,0,0,0,0.169,0,0,0,0,0,0.0282,0.0282,0,0,0,0,0,0,0,0.2394,0,0,0.2113,0,0,0,0,0,0,0,0,0,0.2817,0
2086,181127,Hastings College,0.02,93.08000183,1.529999971,1.100000024,5.559999943,95.76999664,58174.49,6.079999924,2.140000105,10.93000031,40,490,45000,45,26500,Hastings College,Hastings,NE,68901,40.590448,-98.373641,0.7115,0.711492891,1055,0,0,0,0,0.0638,0,0.0298,0,0.1787,0,0,0.0085,0,0,0.017,0,0,0.0851,0.0043,0,0.0298,0.0851,0,0,0.0383,0,0.0936,0,0,0.0851,0,0,0,0,0.0553,0.0128,0.1872,0.0255
2089,181215,University of Nebraska at Kearney,0.109999999,94.11000061,1,0.720000029,5.260000229,96.33999634,51335.53,7.139999866,2.150000095,10.81999969,142,1826,43400,43.4,36300,University of Nebraska at Kearney,Kearney,NE,68849-1212,40.700787,-99.098237,0.8538,0.85384309,1049,0.0205,0,0,0,0.0126,0,0.0148,0,0.1575,0,0,0.0183,0.0285,0,0.0525,0.0114,0,0.0308,0.0137,0,0,0.1016,0,0,0.0183,0,0.0559,0.0411,0.0411,0.0297,0,0,0,0,0.0502,0.0388,0.2432,0.0194
2091,181297,Nebraska Methodist College of Nursing & Allied Health,0.419999987,90.76999664,4.159999847,1.460000038,3.970000029,95.41999817,66507.51,4.929999828,2.180000067,11.06000042,PrivacySuppressed,250,49100,49.1,27600,Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,41.265973,-96.048511,0.3427,0.342696629,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2094,181330,Midland University,0.090000004,91.87999725,1.899999976,1.529999971,4.840000153,95.91999817,56723.06,6.050000191,2.180000067,10.92000008,27,474,42900,42.9,27100,Midland University,Fremont,NE,68025,41.43675,-96.488354,0.6063,0.606303725,962,0,0,0,0,0,0,0,0,0.2087,0,0,0,0,0,0.0087,0.013,0,0.0696,0.0043,0,0,0.1174,0,0,0,0,0.0304,0.0522,0.0217,0.013,0,0,0,0,0.0174,0.2348,0.187,0.0217
2096,181394,University of Nebraska at Omaha,0.180000007,88.47000122,5.510000229,1.549999952,4.940000057,94.75,66043.01,5.360000134,2.319999933,11.05000019,297,3107,46600,46.6,30600,University of Nebraska at Omaha,Omaha,NE,68182-0225,41.257746,-96.010797,0.7594,0.759362121,1050,0,0.0074,0,0.0039,0.0494,0,0.0519,0,0.0861,0,0,0.0087,0,0.0004,0.0177,0.0338,0.0065,0.0714,0.0104,0,0.026,0.0247,0.0017,0,0.0061,0,0.0511,0.1043,0.016,0.0403,0,0,0,0.01,0.0381,0.0234,0.2922,0.0186
2100,181446,Nebraska Wesleyan University,0.119999997,93.83000183,1.360000014,1.309999943,3.700000048,96.12000275,59199.51,5.690000057,2.119999886,10.94999981,32,637,51800,51.8,34600,Nebraska Wesleyan University,Lincoln,NE,68504-2794,40.838789,-96.648414,0.788,0.788040261,1121,0,0,0,0,0.0464,0,0.0084,0,0.0802,0,0,0.0105,0,0,0.0295,0,0,0.0759,0.0169,0,0.0105,0.0907,0.0021,0,0.0232,0,0.057,0.0063,0.0549,0.0443,0,0,0,0,0.0549,0.2194,0.1498,0.019
2101,181464,University of Nebraska-Lincoln,0.059999999,91.80999756,2.480000019,1.570000052,4.369999886,95.41000366,60976.73,5.940000057,2.25999999,10.97000027,414,5004,49600,49.6,34800,University of Nebraska-Lincoln,Lincoln,NE,68588,40.822272,-96.702177,0.7636,0.763574661,1145,0.0833,0.0196,0.0175,0.0019,0.0677,0,0.0102,0,0.0844,0.1045,0.015,0.0148,0.0903,0,0.0218,0.0003,0,0.0516,0.0075,0,0.0059,0,0.0024,0,0.0099,0,0.0559,0.0097,0,0.0395,0,0,0,0,0.0371,0.0244,0.2101,0.0148
2106,181738,Union College,0.109999999,88.76000214,3.430000067,1.850000024,5.510000229,94.33999634,60804.76,6.590000153,2.940000057,10.97999954,38,277,46200,46.2,35200,Union College,Lincoln,NE,68506,40.774778,-96.651095,0.5614,0.561351947,1050,0,0,0,0,0.0223,0,0.0335,0,0.1006,0.0056,0,0.0112,0,0,0.0168,0.0447,0,0.0503,0,0,0,0.0056,0,0.0447,0.0056,0,0.0503,0,0.0279,0,0,0,0,0,0.0223,0.3911,0.1564,0.0112
2112,181853,York College,0.050000001,88.98000336,3.269999981,1.74000001,7.449999809,94.22000122,57118.86,7.179999828,2.829999924,10.92000008,25,203,38300,38.3,23300,York College,York,NE,68467-2699,40.867453,-97.579285,0.4374,0.437398374,950,0,0,0,0,0.0263,0,0,0,0.1316,0,0,0,0,0,0,0.2719,0,0.0526,0.0175,0,0,0,0.0175,0.0175,0,0,0.1491,0.0965,0,0,0,0,0,0,0.0175,0,0.2018,0
2118,182281,University of Nevada-Las Vegas,0.280000001,72.11000061,7.829999924,7.039999962,17.04999924,83.44000244,70070.97,7.25,3.829999924,11.10999966,615,4236,47600,47.6,32400,University of Nevada-Las Vegas,Las Vegas,NV,89154,36.106994,-115.141153,0.8841,0.884124688,1007,0,0.0039,0.011,0.0042,0.0433,0,0.0104,0.0034,0.0446,0.0381,0,0.0063,0,0,0.0211,0,0,0.0572,0.0047,0,0.0235,0.0436,0.0052,0,0.0104,0,0.0835,0.0553,0.0284,0.0603,0,0,0,0,0.0483,0.053,0.3283,0.012
2119,182290,University of Nevada-Reno,0.280000001,80.66000366,3.400000095,4.590000153,13.35000038,87.51999664,68050.29,6.380000114,3.589999914,11.09000015,336,2196,53400,53.4,47800,University of Nevada-Reno,Reno,NV,89557,39.545052,-119.818424,0.7852,0.785154008,1084,0.0009,0.0239,0,0.0013,0.0503,0,0.016,0,0.0412,0.0963,0,0.0201,0.0252,0,0.0201,0.0305,0,0.1086,0.0098,0,0.0145,0,0.0063,0,0.0145,0,0.067,0,0.0214,0.1054,0,0,0,0,0.0299,0.1189,0.169,0.0088
2121,182458,Sierra Nevada College,0.319999993,82.80000305,4.230000019,4.059999943,11.68000031,87.69000244,71252.07,6.480000019,3.380000114,11.11999989,32,187,43600,43.6,30100,Sierra Nevada College,Incline Village,NV,89451,39.24586,-119.939523,0.657,0.657039711,1012,0,0.051,0,0,0,0,0.0191,0,0,0,0,0,0,0,0.0446,0.0446,0,0.0637,0,0,0.172,0,0,0,0,0,0.0701,0,0,0,0,0,0,0,0.0764,0,0.4586,0
2127,182670,Dartmouth College,0.090000004,79,8.06000042,5.190000057,9.479999542,85.30000305,79834.73,6.800000191,3.180000067,11.21000004,83,757,104000,104,108400,Dartmouth College,Hanover,NH,03755-3529,43.70408,-72.289951,0.1097,0.109718633,1437,0,0.0247,0,0.0283,0,0,0.043,0,0,0.0686,0,0.0302,0,0,0.0439,0,0,0.1234,0.0247,0,0.0165,0,0.0091,0,0.0283,0,0.0622,0,0,0.3803,0,0,0,0,0.0457,0,0,0.0713
2130,182795,Franklin Pierce University,0.209999993,91.34999847,3.269999981,1.99000001,3.730000019,91.87999725,72941.72,5.130000114,2.920000076,11.14999962,110,1164,41300,41.3,27200,Franklin Pierce University,Rindge,NH,03461-0060,42.782305,-72.057875,0.7971,0.797058824,943,0,0.0302,0,0.0034,0.0369,0.0134,0.0168,0,0,0,0,0,0,0.0101,0.0403,0.0067,0,0.0638,0.0101,0,0.0235,0.0738,0,0,0,0,0.0738,0.0805,0.0537,0.0235,0,0,0,0,0.0336,0.1577,0.2248,0.0235
2140,183044,University of New Hampshire-Main Campus,0.059999999,94.37000275,1.590000033,1.74000001,2.25999999,93.5,77484.55,4.130000114,2.50999999,11.22000027,308,4100,53300,53.3,41200,University of New Hampshire-Main Campus,Durham,NH,03824-3547,43.134235,-70.934512,0.7861,0.785560123,1109,0.0249,0.0438,0.002,0.004,0.0465,0,0.0192,0.0064,0.0061,0.099,0.004,0.0185,0.0323,0,0.0357,0.0017,0,0.1071,0.0081,0,0.0216,0.0461,0.004,0,0.0128,0,0.0674,0,0.0115,0.0694,0,0,0,0,0.0266,0.0734,0.1927,0.0152
2141,183062,Keene State College,0.039999999,95.01000214,1.370000005,1.470000029,2.049999952,93.97000122,75913.18,3.900000095,2.849999905,11.19999981,116,1696,44400,44.4,27200,Keene State College,Keene,NH,03435-1506,42.925999,-72.281433,0.7876,0.787627776,991,0,0.0233,0.0223,0.0065,0.0698,0,0.0223,0,0.1536,0,0.0996,0.0037,0,0,0.0317,0,0,0.0251,0.0121,0,0.0223,0.0074,0,0,0.0196,0,0.0847,0.0149,0,0.0773,0,0.0009,0,0,0.0903,0.1201,0.0698,0.0223
2142,183071,University of New Hampshire at Manchester,0.059999999,94.37000275,1.590000033,1.74000001,2.25999999,93.5,77484.55,4.130000114,2.50999999,11.22000027,308,4100,53300,53.3,41200,University of New Hampshire at Manchester,Manchester,NH,03101-1113,42.990331,-71.468764,0.7317,0.785560123,1010,0,0,0,0,0.1257,0,0.0733,0,0,0,0.1466,0.0314,0,0,0.0576,0.0628,0,0.1571,0,0,0,0,0,0,0,0,0.089,0,0,0.0314,0,0,0,0,0,0,0.2042,0.0209
2163,183822,Bloomfield College,0.330000013,44.59999847,37.77000046,5.090000153,18.97999954,73.36000061,62332.64,12.64000034,5.590000153,10.97000027,140,848,40200,40.2,26900,Bloomfield College,Bloomfield,NJ,7003,40.794218,-74.19593,0.597,0.596960687,855,0,0,0,0,0,0,0.0278,0,0.0556,0,0,0,0,0,0.0764,0,0,0.0486,0.0208,0,0.0104,0,0.0035,0,0.0174,0,0.1354,0,0,0.1563,0,0,0,0,0.1771,0.1285,0.1354,0.0069
2166,183910,Caldwell University,0.340000004,69.48000336,16.69000053,5.650000095,12.90999985,77.94999695,80563.66,6.849999905,3.720000029,11.22999954,68,479,46800,46.8,33300,Caldwell University,Caldwell,NJ,07006-6195,40.834285,-74.273697,0.6354,0.635399218,969,0,0,0,0,0.0421,0,0,0,0.0702,0,0,0,0,0,0.0281,0,0,0.0596,0.0105,0,0.0105,0,0,0.0035,0.007,0,0.2035,0.0596,0,0.0947,0,0,0,0,0.0667,0.0807,0.2491,0.014
2168,183974,Centenary University,0.340000004,82.30000305,8.989999771,3.930000067,7.829999924,85.98000336,87083.61,4.489999771,3.039999962,11.32999992,82,662,49600,49.6,36100,Centenary University,Hackettstown,NJ,7840,40.848693,-74.832775,0.8676,0.86762226,929,0.0624,0,0,0,0.0409,0,0,0,0.0452,0,0,0,0,0,0.0366,0.129,0,0.0215,0.0194,0,0,0,0,0,0,0,0.0172,0.0796,0.0172,0.0538,0,0,0,0,0.0731,0,0.3742,0.0301
2182,184603,Fairleigh Dickinson University-Metropolitan Campus,0.209999993,73.06999969,13.68000031,5.510000229,12.64999962,80.33000183,80740.5,6.340000153,3.599999905,11.23999977,197,1924,52900,52.9,36900,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,7666,40.896162,-74.030023,0.7951,0.813480663,995,0,0,0,0,0.0287,0,0.0188,0,0,0.0055,0.0265,0,0,0,0.0166,0.5044,0,0.0298,0.0055,0,0.0364,0,0,0,0.0077,0,0.0574,0.064,0,0.0099,0,0,0,0,0.011,0.0905,0.0706,0.0166
2183,184612,Felician University,0.360000014,67.91999817,13.86999989,7.28000021,18.5,72.23000336,74826.3,7.210000038,3.880000114,11.17000008,72,476,46600,46.6,32100,Felician University,Lodi,NJ,7644,40.867272,-74.096452,0.7879,0.7878616,878,0,0,0,0,0.0135,0,0.0225,0,0.0584,0,0,0,0,0,0.0337,0.018,0,0.0854,0.0022,0,0.036,0,0.0022,0,0,0,0.0517,0.0674,0,0.009,0,0,0,0,0.0135,0.427,0.1528,0.0067
2184,184694,Fairleigh Dickinson University-Florham Campus,0.209999993,73.06999969,13.68000031,5.510000229,12.64999962,80.33000183,80740.5,6.340000153,3.599999905,11.23999977,197,1924,52900,52.9,36900,Fairleigh Dickinson University-Florham Campus,Madison,NJ,7940,40.777364,-74.435359,0.8315,0.813480663,1034,0,0,0,0,0.096,0,0.0223,0,0,0,0,0.0022,0,0,0.0625,0.0536,0,0.0714,0.0223,0,0.0156,0,0,0,0.0089,0,0.1496,0,0,0.0781,0,0,0,0,0.0759,0.0089,0.2879,0.0446
2186,184773,Georgian Court University,0.310000002,86.58999634,6.699999809,2.880000114,6.75,89.34999847,78770.86,4.860000134,3.069999933,11.23999977,92,716,42000,42,25300,Georgian Court University,Lakewood,NJ,08701-2697,40.098706,-74.22622,0.7284,0.728441755,945,0,0,0,0,0.0314,0,0,0,0,0,0,0.0114,0,0,0.0771,0.0114,0,0.0543,0.0286,0,0.0114,0.0314,0.0029,0,0.0086,0,0.3029,0.0514,0.0457,0.0057,0,0,0,0,0.0629,0.1,0.1086,0.0543
2187,184782,Rowan University,0.140000001,79.54000092,11.65999985,3.369999886,7.730000019,89.58999634,76692.58,5.760000229,3.700000048,11.19999981,231,3040,53300,53.3,41000,Rowan University,Glassboro,NJ,8028,39.709768,-75.117974,0.7109,0.710879648,1065,0,0.0062,0.0014,0.0004,0.0933,0.0398,0.0192,0,0.1255,0.0604,0,0.0036,0,0,0.042,0.0481,0,0.0767,0.0206,0,0,0,0.0025,0,0.0148,0,0.0879,0.0586,0,0.0481,0,0,0,0,0.0474,0.0369,0.1433,0.0232
2194,185129,New Jersey City University,0.370000005,52.63999939,21.44000053,8.56000042,29.25,65.04000092,58259.31,12.72000027,5.300000191,10.93000031,257,1820,44900,44.9,28100,New Jersey City University,Jersey City,NJ,7305,40.709937,-74.08727,0.8673,0.867335963,865,0,0,0,0.0027,0.0202,0,0.0175,0,0.0034,0,0,0.0175,0,0,0.0364,0,0,0.0439,0.0155,0,0,0,0.0027,0,0.0074,0,0.143,0.168,0,0.0823,0,0,0,0,0.0432,0.1599,0.2004,0.0358
2196,185262,Kean University,0.239999995,64.65000153,19.32999992,6.650000095,16.04999924,75.37000275,76062.13,7.519999981,4.039999962,11.18000031,365,2951,46400,46.4,26900,Kean University,Union,NJ,7083,40.679429,-74.234668,0.7427,0.742698892,928,0,0,0,0,0.0568,0.0004,0.0173,0,0.1357,0,0,0.0103,0,0,0.0501,0,0,0.069,0.0147,0,0.0004,0.0173,0,0,0.0118,0.0066,0.1704,0.0575,0.0188,0.042,0,0,0,0,0.0631,0.066,0.1586,0.0332
2202,185572,Monmouth University,0.07,84.45999908,6.949999809,4.5,6.789999962,86.97000122,87615.47,4.190000057,2.960000038,11.34000015,160,1733,56500,56.5,50400,Monmouth University,West Long Branch,NJ,07764-1898,40.280066,-74.006447,0.7419,0.741906124,1037,0,0,0,0,0.1172,0,0.0099,0,0,0.0126,0,0.0117,0,0,0.0595,0.0009,0,0.0469,0.0271,0,0.0009,0.0451,0,0,0.018,0,0.0721,0.0721,0.0505,0.0739,0,0,0,0,0.0631,0.0586,0.2326,0.0271
2210,185828,New Jersey Institute of Technology,0.180000007,65.80000305,15.56000042,7.980000019,17.21999931,73.81999969,75892.84,7.800000191,4.019999981,11.17000008,134,1382,67200,67.2,37600,New Jersey Institute of Technology,Newark,NJ,7102,40.741997,-74.177113,0.6076,0.607609595,1205,0,0.0044,0.1013,0,0,0.0104,0.1768,0,0,0.392,0.1368,0,0,0.0037,0.0059,0.003,0,0.0459,0.0207,0,0.0044,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0.0104,0,0.071,0.0022
2217,186131,Princeton University,0.079999998,72.94999695,13.27999973,6.119999886,11,83.75,81428.25,6.769999981,3.529999971,11.22999954,41,316,113900,113.9,112400,Princeton University,Princeton,NJ,08544-0070,40.34853,-74.663603,0.0714,0.071381458,1490,0,0,0.0117,0.0179,0,0,0,0,0,0.2551,0,0.046,0,0,0.039,0,0,0.0803,0.0273,0,0.0023,0,0.0328,0,0.0562,0,0.0562,0,0.1217,0.1747,0,0,0,0,0.0195,0,0,0.0593
